City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
303,alakurtti,92,RU,1538263309,87,66.96,30.34,34.03,8.52
304,coahuayana,20,MX,1538262976,54,18.62,-100.35,80.65,2.04
305,bandar,20,ID,1538263310,71,-4.2,104.14,77.32,5.5
306,vardo,5,US,1538261280,64,39.62,-77.74,73.94,2.59
307,rocha,92,UY,1538262088,97,-34.48,-54.34,65.35,7.18
308,kulu,44,CD,1538263310,97,3.47,23.69,73.09,2.37
309,mehamn,92,NO,1538262682,96,71.03,27.85,36.64,15.01
310,chuy,92,UY,1538262067,97,-33.69,-53.46,66.79,6.17
311,lubango,8,AO,1538263311,95,-14.92,13.49,61.57,0.69
312,cairns,20,AU,1538262000,50,-16.92,145.77,78.8,19.46
313,kabompo,0,ZM,1538263312,34,-13.6,24.21,70.66,13.78
314,gunjur,64,GM,1538263313,98,13.18,-16.76,80.02,5.5
315,erenhot,92,CN,1538263313,91,43.65,111.97,39.79,19.26
316,puerto carreno,40,CO,1538258400,74,6.19,-67.49,84.2,3.36
317,hirara,75,JP,1538258400,69,24.8,125.28,77.0,18.34
318,visnes,76,NO,1538261400,81,59.36,5.22,53.6,24.16
319,khovu-aksy,68,RU,1538263314,94,51.13,93.72,39.25,2.15
320,gamba,36,CN,1538262638,79,28.28,88.52,24.22,1.92
321,copiapo,75,CL,1538258400,82,-27.37,-70.33,59.0,6.93
322,north bend,90,US,1538261760,56,43.41,-124.22,66.92,10.29
323,tulun,8,RU,1538263316,82,54.56,100.58,41.05,5.06
324,yenagoa,88,NG,1538262882,97,4.92,6.26,74.26,3.38
325,nanortalik,92,GL,1538262046,95,60.14,-45.24,37.09,20.15
326,opuwo,80,NA,1538263317,49,-18.06,13.84,66.97,2.59
327,chapais,75,CA,1538262000,93,49.78,-74.86,37.4,2.24
328,saint-leu,80,RE,1538260200,56,-21.15,55.28,69.8,4.7
329,tevaitoa,0,PF,1538263318,100,-16.78,-151.5,77.5,6.4
330,baft,0,IR,1538263318,46,29.23,56.61,33.22,2.59
